"S21 Log Mag"
"Frequency (Hz)","dB",
11373797250, 7.527036e+000,
11390671875, 7.774817e+000,
11407546500, 8.021113e+000,
11424421125, 8.226159e+000,
11441295750, 8.365980e+000,
11458170375, 8.424019e+000,
11475045000, 8.438025e+000,
11491919625, 8.418670e+000,
11508794250, 8.371895e+000,
11525668875, 8.306673e+000,
11542543500, 8.221525e+000,
11559418125, 8.113405e+000,
11576292750, 8.038473e+000,
11593167375, 8.014828e+000,
11610042000, 8.027159e+000,
11626916625, 8.091846e+000,
11643791250, 8.192375e+000,
11660665875, 8.274949e+000,
11677540500, 8.293339e+000,
11694415125, 8.240343e+000,
11711289750, 8.166255e+000,
11728164375, 8.166132e+000,
11745039000, 8.236196e+000,
11761913625, 8.311115e+000,
11778788250, 8.359783e+000,
11795662875, 8.372025e+000,
11812537500, 8.339391e+000,
11829412125, 8.289462e+000,
11846286750, 8.248767e+000,
11863161375, 8.194361e+000,
11880036000, 8.121625e+000,
11896910625, 8.012588e+000,
11913785250, 7.972783e+000,
11930659875, 8.015614e+000,
11947534500, 8.109163e+000,
11964409125, 8.232629e+000,
11981283750, 8.291276e+000,
11998158375, 8.249256e+000,
12015033000, 8.157709e+000,
12031907625, 8.100016e+000,
12048782250, 8.097451e+000,
12065656875, 8.133910e+000,
12082531500, 8.094903e+000,
12099406125, 7.878819e+000,
12116280750, 7.524904e+000,
12133155375, 7.076282e+000,
12150030000, 6.736474e+000,
12166904625, 6.588959e+000,
12183779250, 6.592876e+000,
12200653875, 6.559612e+000,
12217528500, 6.324360e+000,
12234403125, 5.704712e+000,
12251277750, 4.882175e+000,
12268152375, 4.112056e+000,
12285027000, 3.572986e+000,
12301901625, 3.176117e+000,
12318776250, 2.586261e+000,
12335650875, 1.538992e+000,
12352525500, 3.122579e-001,
12369400125, -7.263153e-001,
12386274750, -1.311475e+000,
12403149375, -1.514755e+000,
12420024000, -1.515827e+000,
12436898625, -1.475197e+000,
12453773250, -1.608751e+000,
12470647875, -2.164383e+000,
12487522500, -3.124617e+000,
12504397125, -4.191317e+000,
12521271750, -5.064650e+000,
12538146375, -5.635260e+000,
12555021000, -6.076302e+000,
12571895625, -6.639487e+000,
12588770250, -7.521151e+000,
12605644875, -8.807825e+000,
12622519500, -1.017473e+001,
12639394125, -1.134198e+001,
12656268750, -1.214700e+001,
12673143375, -1.242737e+001,
12690018000, -1.242668e+001,
12706892625, -1.253002e+001,
12723767250, -1.299930e+001,
12740641875, -1.381770e+001,
12757516500, -1.470191e+001,
12774391125, -1.542914e+001,
12791265750, -1.605762e+001,
12808140375, -1.624335e+001,
12825015000, -1.609496e+001,
12841889625, -1.606767e+001,
12858764250, -1.662318e+001,
12875638875, -1.810926e+001,
12892513500, -1.986115e+001,
12909388125, -2.119785e+001,
12926262750, -2.212020e+001,
12943137375, -2.244240e+001,
12960012000, -2.227732e+001,
12976886625, -2.171605e+001,
12993761250, -2.119578e+001,
13010635875, -2.087069e+001,
13027510500, -2.141555e+001,
13044385125, -2.251381e+001,
13061259750, -2.360352e+001,
13078134375, -2.426699e+001,
13095009000, -2.425158e+001,
13111883625, -2.389987e+001,
13128758250, -2.377674e+001,
13145632875, -2.413031e+001,
13162507500, -2.545029e+001,
13179382125, -2.684845e+001,
13196256750, -2.849507e+001,
13213131375, -2.973971e+001,
13230006000, -3.016059e+001,
13246880625, -3.091372e+001,
13263755250, -3.095381e+001,
13280629875, -3.112579e+001,
13297504500, -3.063072e+001,
13314379125, -3.127873e+001,
13331253750, -3.180359e+001,
13348128375, -3.188386e+001,
13365003000, -3.242208e+001,
13381877625, -3.237638e+001,
13398752250, -3.172176e+001,
13415626875, -3.124129e+001,
13432501500, -3.142749e+001,
13449376125, -3.234146e+001,
13466250750, -3.296512e+001,
13483125375, -3.369671e+001,
13500000000, -3.343266e+001,
