"S21 Log Mag"
"Frequency (Hz)","dB",
8066370750, -5.080595e+000,
8083245375, -5.147651e+000,
8100120000, -5.212173e+000,
8116994625, -5.197768e+000,
8133869250, -5.068658e+000,
8150743875, -5.070687e+000,
8167618500, -5.051101e+000,
8184493125, -5.036052e+000,
8201367750, -5.058157e+000,
8218242375, -5.135342e+000,
8235117000, -5.256978e+000,
8251991625, -5.425296e+000,
8268866250, -5.582842e+000,
8285740875, -5.542932e+000,
8302615500, -5.340244e+000,
8319490125, -5.176831e+000,
8336364750, -5.132850e+000,
8353239375, -5.123500e+000,
8370114000, -5.113287e+000,
8386988625, -5.127162e+000,
8403863250, -5.144125e+000,
8420737875, -5.183429e+000,
8437612500, -5.228580e+000,
8454487125, -5.287426e+000,
8471361750, -5.355469e+000,
8488236375, -5.403391e+000,
8505111000, -5.463180e+000,
8521985625, -5.494079e+000,
8538860250, -5.411697e+000,
8555734875, -5.270943e+000,
8572609500, -5.185903e+000,
8589484125, -5.163833e+000,
8606358750, -5.164164e+000,
8623233375, -5.185316e+000,
8640108000, -5.246135e+000,
8656982625, -5.245633e+000,
8673857250, -5.211987e+000,
8690731875, -5.234322e+000,
8707606500, -5.270387e+000,
8724481125, -5.294524e+000,
8741355750, -5.328170e+000,
8758230375, -5.382718e+000,
8775105000, -5.428031e+000,
8791979625, -5.428187e+000,
8808854250, -5.365259e+000,
8825728875, -5.356209e+000,
8842603500, -5.441427e+000,
8859478125, -5.529597e+000,
8876352750, -5.532647e+000,
8893227375, -5.469300e+000,
8910102000, -5.386040e+000,
8926976625, -5.389703e+000,
8943851250, -5.375050e+000,
8960725875, -5.313987e+000,
8977600500, -5.331388e+000,
8994475125, -5.321576e+000,
9011349750, -5.359908e+000,
9028224375, -5.353419e+000,
9045099000, -5.387318e+000,
9061973625, -5.444909e+000,
9078848250, -5.475836e+000,
9095722875, -5.544653e+000,
9112597500, -5.554158e+000,
9129472125, -5.481817e+000,
9146346750, -5.437171e+000,
9163221375, -5.428494e+000,
9180096000, -5.492004e+000,
9196970625, -5.484132e+000,
9213845250, -5.462602e+000,
